model,question_id,scenario,benchmark,score
gpt-4.1,671ca19384c08d69293fb118,hle,validate_csv,0
openai/gpt-4o-2024-05-13,671d3ffb3e2d1926f04e94f0,hle,validate_csv,0
qwen3-30b-a3b,671ca19384c08d69293fb118,hle,validate_csv,0
gemini-2.5-pro-nothinking,671d3ffb3e2d1926f04e94f0,hle,validate_csv,1
qwen3-235b-a22b,671ca19384c08d69293fb118,hle,validate_csv,1
qwen/qwen2.5-7b-instruct-turbo,671d3ffb3e2d1926f04e94f0,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,671ca19384c08d69293fb118,hle,validate_csv,0
gpt-5.2,671d3ffb3e2d1926f04e94f0,hle,validate_csv,0
qwen3-4b,671d3ffb3e2d1926f04e94f0,hle,validate_csv,0
qwen3-4b,671ca19384c08d69293fb118,hle,validate_csv,0
qwen3-14b,671d3ffb3e2d1926f04e94f0,hle,validate_csv,0
gpt-4.1,671d3ffb3e2d1926f04e94f0,hle,validate_csv,0
gemini-2.5-flash,671ca19384c08d69293fb118,hle,validate_csv,0
qwen3-8b,671d3ffb3e2d1926f04e94f0,hle,validate_csv,0
qwen3-max,671d3ffb3e2d1926f04e94f0,hle,validate_csv,0
qwen3-32b,671d3ffb3e2d1926f04e94f0,hle,validate_csv,1
qwen3-30b-a3b,671d3ffb3e2d1926f04e94f0,hle,validate_csv,0
qwen3-max,671bf8222181bed4e29b4e71,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,671d3ffb3e2d1926f04e94f0,hle,validate_csv,0
gpt-5,671d3ffb3e2d1926f04e94f0,hle,validate_csv,0
qwen3-8b,671ca19384c08d69293fb118,hle,validate_csv,0
openai/gpt-4o-2024-08-06,671d3ffb3e2d1926f04e94f0,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,671bf8222181bed4e29b4e71,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,671d3ffb3e2d1926f04e94f0,hle,validate_csv,0
qwen3.5-plus,671d3ffb3e2d1926f04e94f0,hle,validate_csv,0
gemini-3.1-flash-lite-preview,671d3ffb3e2d1926f04e94f0,hle,validate_csv,0
openai/gpt-4o-2024-08-06,67955d8d28dc0cc835a5c3c1,hle,validate_csv,0
openai/o3-mini-2025-01-31,671d3ffb3e2d1926f04e94f0,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,671d3ffb3e2d1926f04e94f0,hle,validate_csv,0
qwen3-4b,67955d8d28dc0cc835a5c3c1,hle,validate_csv,0
gpt-4.1,67955d8d28dc0cc835a5c3c1,hle,validate_csv,1
openai/gpt-4o-2024-05-13,67955d8d28dc0cc835a5c3c1,hle,validate_csv,0
gemini-2.5-flash,671d3ffb3e2d1926f04e94f0,hle,validate_csv,0
qwen3-235b-a22b,671d3ffb3e2d1926f04e94f0,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,67955d8d28dc0cc835a5c3c1,hle,validate_csv,0
qwen3-30b-a3b,67955d8d28dc0cc835a5c3c1,hle,validate_csv,0
openai/o3-mini-2025-01-31,67955d8d28dc0cc835a5c3c1,hle,validate_csv,1
gemini-2.5-pro-nothinking,67955d8d28dc0cc835a5c3c1,hle,validate_csv,0
qwen3.5-plus,67955d8d28dc0cc835a5c3c1,hle,validate_csv,1
qwen3-32b,67955d8d28dc0cc835a5c3c1,hle,validate_csv,0
gpt-5.2,67955d8d28dc0cc835a5c3c1,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,67955d8d28dc0cc835a5c3c1,hle,validate_csv,0
openai/gpt-4o-2024-05-13,671d6502b996cf9936d1afd0,hle,validate_csv,0
qwen3-32b,671d6502b996cf9936d1afd0,hle,validate_csv,0
qwen3-14b,671d6502b996cf9936d1afd0,hle,validate_csv,0
qwen3-max,67955d8d28dc0cc835a5c3c1,hle,validate_csv,0
openai/gpt-4o-2024-08-06,671d6502b996cf9936d1afd0,hle,validate_csv,0
qwen3-4b,671d6502b996cf9936d1afd0,hle,validate_csv,0
qwen3-8b,67955d8d28dc0cc835a5c3c1,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,67955d8d28dc0cc835a5c3c1,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,671d6502b996cf9936d1afd0,hle,validate_csv,0
gemini-3.1-flash-lite-preview,671d6502b996cf9936d1afd0,hle,validate_csv,0
qwen3-14b,67955d8d28dc0cc835a5c3c1,hle,validate_csv,0
gpt-5.2,671d6502b996cf9936d1afd0,hle,validate_csv,0
gemini-3.1-flash-lite-preview,67955d8d28dc0cc835a5c3c1,hle,validate_csv,0
qwen3-30b-a3b,671d6502b996cf9936d1afd0,hle,validate_csv,0
qwen3-8b,671d6502b996cf9936d1afd0,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,671d6502b996cf9936d1afd0,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,67955d8d28dc0cc835a5c3c1,hle,validate_csv,0
qwen3-max,671db218fe1146e348ef1266,hle,validate_csv,0
gemini-2.5-pro-nothinking,671d6502b996cf9936d1afd0,hle,validate_csv,0
gemini-2.5-flash,67955d8d28dc0cc835a5c3c1,hle,validate_csv,0
qwen3.5-plus,671d6502b996cf9936d1afd0,hle,validate_csv,0
qwen3-8b,671db218fe1146e348ef1266,hle,validate_csv,0
openai/o3-mini-2025-01-31,671d6502b996cf9936d1afd0,hle,validate_csv,0
openai/gpt-4o-2024-08-06,671db218fe1146e348ef1266,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,671d6502b996cf9936d1afd0,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,671d6502b996cf9936d1afd0,hle,validate_csv,1
qwen3-14b,671dc1300e30fa8a7d64db58,hle,validate_csv,0
openai/gpt-4o-2024-05-13,671db218fe1146e348ef1266,hle,validate_csv,0
qwen3-32b,671db218fe1146e348ef1266,hle,validate_csv,0
openai/gpt-4o-2024-05-13,671dc1300e30fa8a7d64db58,hle,validate_csv,0
gpt-5,671dc1300e30fa8a7d64db58,hle,validate_csv,0
gpt-4.1,671dc1300e30fa8a7d64db58,hle,validate_csv,0
gpt-5.2,671dc1300e30fa8a7d64db58,hle,validate_csv,1
gpt-4.1,671db218fe1146e348ef1266,hle,validate_csv,0
openai/o3-mini-2025-01-31,671dc1300e30fa8a7d64db58,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,671db218fe1146e348ef1266,hle,validate_csv,1
gemini-3.1-flash-lite-preview,671dc1300e30fa8a7d64db58,hle,validate_csv,0
qwen3-max,671d6502b996cf9936d1afd0,hle,validate_csv,0
qwen3-30b-a3b,671db218fe1146e348ef1266,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,671dc1300e30fa8a7d64db58,hle,validate_csv,1
qwen3-32b,671dc1300e30fa8a7d64db58,hle,validate_csv,0
qwen3-4b,671dc1300e30fa8a7d64db58,hle,validate_csv,0
gemini-2.5-pro-nothinking,671dc1300e30fa8a7d64db58,hle,validate_csv,0
gpt-5.2,671e1b4b32a23f6634d70269,hle,validate_csv,0
openai/gpt-4o-2024-08-06,671dc1300e30fa8a7d64db58,hle,validate_csv,0
gpt-5,671db218fe1146e348ef1266,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,671dc1300e30fa8a7d64db58,hle,validate_csv,0
gemini-2.5-flash,671db218fe1146e348ef1266,hle,validate_csv,0
gemini-2.5-flash,671dc1300e30fa8a7d64db58,hle,validate_csv,0
gemini-3.1-flash-lite-preview,671db218fe1146e348ef1266,hle,validate_csv,0
openai/o3-mini-2025-01-31,671e1b4b32a23f6634d70269,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,671db218fe1146e348ef1266,hle,validate_csv,0
qwen3-max,671e1b4b32a23f6634d70269,hle,validate_csv,0
gpt-4.1,671e1b4b32a23f6634d70269,hle,validate_csv,0
qwen3-4b,671e1b4b32a23f6634d70269,hle,validate_csv,0
qwen3-30b-a3b,671dc1300e30fa8a7d64db58,hle,validate_csv,0
qwen3-14b,671db218fe1146e348ef1266,hle,validate_csv,0
qwen3-30b-a3b,671e1b4b32a23f6634d70269,hle,validate_csv,0
qwen3-235b-a22b,671db218fe1146e348ef1266,hle,validate_csv,0
qwen3-14b,671e1b4b32a23f6634d70269,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,671e1b4b32a23f6634d70269,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,671db218fe1146e348ef1266,hle,validate_csv,0
openai/gpt-4o-2024-08-06,671e1b4b32a23f6634d70269,hle,validate_csv,0
gemini-2.5-pro-nothinking,671db218fe1146e348ef1266,hle,validate_csv,0
gemini-3.1-flash-lite-preview,671e1b4b32a23f6634d70269,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,671dc1300e30fa8a7d64db58,hle,validate_csv,0
qwen3.5-plus,671dc1300e30fa8a7d64db58,hle,validate_csv,0
qwen3-8b,671e1b4b32a23f6634d70269,hle,validate_csv,0
openai/o3-mini-2025-01-31,671db218fe1146e348ef1266,hle,validate_csv,0
gemini-2.5-pro-nothinking,671e1b4b32a23f6634d70269,hle,validate_csv,0
qwen3-32b,671e1b4b32a23f6634d70269,hle,validate_csv,0
gpt-4.1,671d6502b996cf9936d1afd0,hle,validate_csv,0
gpt-5,671e1b4b32a23f6634d70269,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,671e1b4b32a23f6634d70269,hle,validate_csv,0
qwen3-8b,671dc1300e30fa8a7d64db58,hle,validate_csv,0
openai/gpt-4o-2024-05-13,671e1b4b32a23f6634d70269,hle,validate_csv,0
qwen3-max,671dc1300e30fa8a7d64db58,hle,validate_csv,1
qwen3-4b,671db218fe1146e348ef1266,hle,validate_csv,0
gemini-2.5-flash,671e1b4b32a23f6634d70269,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,671e1b4b32a23f6634d70269,hle,validate_csv,0
qwen3-30b-a3b,671e91503152969a09cb5ef8,hle,validate_csv,0
qwen3-14b,671e91503152969a09cb5ef8,hle,validate_csv,0
qwen3.5-plus,671db218fe1146e348ef1266,hle,validate_csv,0
qwen3-max,671e91503152969a09cb5ef8,hle,validate_csv,0
qwen3.5-plus,671e1b4b32a23f6634d70269,hle,validate_csv,0
qwen3-235b-a22b,671e1b4b32a23f6634d70269,hle,validate_csv,0
qwen3-32b,671e91503152969a09cb5ef8,hle,validate_csv,0
qwen3-8b,671e91503152969a09cb5ef8,hle,validate_csv,0
qwen3.5-plus,671e91503152969a09cb5ef8,hle,validate_csv,1
qwen3-4b,671e91503152969a09cb5ef8,hle,validate_csv,1
gemini-3.1-pro-preview-thinking-medium,671e91503152969a09cb5ef8,hle,validate_csv,1
qwen3-next-80b-a3b-instruct,671ae4d6fa568baec7785817,hle,validate_csv,0
openai/o3-mini-2025-01-31,671e91503152969a09cb5ef8,hle,validate_csv,0
gemini-3.1-flash-lite-preview,671e91503152969a09cb5ef8,hle,validate_csv,0
openai/gpt-4o-2024-08-06,671e91503152969a09cb5ef8,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,671e91503152969a09cb5ef8,hle,validate_csv,0
gemini-2.5-pro-nothinking,671e91503152969a09cb5ef8,hle,validate_csv,0
gpt-4.1,671ebaf92a7c16b748fd2709,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,671e91503152969a09cb5ef8,hle,validate_csv,1
openai/gpt-4o-2024-05-13,671e91503152969a09cb5ef8,hle,validate_csv,0
gpt-5.2,671e91503152969a09cb5ef8,hle,validate_csv,0
openai/gpt-4o-2024-08-06,671ebaf92a7c16b748fd2709,hle,validate_csv,0
qwen3-235b-a22b,671e91503152969a09cb5ef8,hle,validate_csv,0
gemini-2.5-flash,671e91503152969a09cb5ef8,hle,validate_csv,0
gpt-5.2,671ebaf92a7c16b748fd2709,hle,validate_csv,0
openai/gpt-4o-2024-05-13,671ebaf92a7c16b748fd2709,hle,validate_csv,0
gpt-5,671e91503152969a09cb5ef8,hle,validate_csv,1
qwen3-30b-a3b,671ebaf92a7c16b748fd2709,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,671db218fe1146e348ef1266,hle,validate_csv,0
qwen3-32b,671ebaf92a7c16b748fd2709,hle,validate_csv,0
qwen3-8b,671ebaf92a7c16b748fd2709,hle,validate_csv,0
gpt-5.2,671db218fe1146e348ef1266,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,671ebaf92a7c16b748fd2709,hle,validate_csv,0
qwen3-14b,671ebaf92a7c16b748fd2709,hle,validate_csv,0
qwen3-max,671ebaf92a7c16b748fd2709,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,671ebaf92a7c16b748fd2709,hle,validate_csv,0
gemini-3.1-flash-lite-preview,671ebaf92a7c16b748fd2709,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,671e91503152969a09cb5ef8,hle,validate_csv,0
qwen3-235b-a22b,671ebaf92a7c16b748fd2709,hle,validate_csv,0
qwen3-4b,671ebaf92a7c16b748fd2709,hle,validate_csv,0
gemini-2.5-flash,671ebaf92a7c16b748fd2709,hle,validate_csv,0
qwen3-14b,671f1b5bf1d35a8b2b3b9756,hle,validate_csv,0
qwen3.5-plus,671ebaf92a7c16b748fd2709,hle,validate_csv,0
openai/o3-mini-2025-01-31,671ebaf92a7c16b748fd2709,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,671f1b5bf1d35a8b2b3b9756,hle,validate_csv,0
gpt-5,671ebaf92a7c16b748fd2709,hle,validate_csv,1
gpt-4.1,671f3c368a33df76faeb71f3,hle,validate_csv,0
gemini-2.5-pro-nothinking,671ebaf92a7c16b748fd2709,hle,validate_csv,1
qwen3.5-plus,671f1b5bf1d35a8b2b3b9756,hle,validate_csv,1
gemini-3.1-flash-lite-preview,671f1b5bf1d35a8b2b3b9756,hle,validate_csv,0
gemini-3.1-flash-lite-preview,671f3c368a33df76faeb71f3,hle,validate_csv,0
qwen3-4b,671f1b5bf1d35a8b2b3b9756,hle,validate_csv,0
gpt-5.2,671f1b5bf1d35a8b2b3b9756,hle,validate_csv,0
qwen3-4b,671f3c368a33df76faeb71f3,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,671ebaf92a7c16b748fd2709,hle,validate_csv,0
gemini-2.5-pro-nothinking,671f1b5bf1d35a8b2b3b9756,hle,validate_csv,0
openai/gpt-4o-2024-08-06,671f3c368a33df76faeb71f3,hle,validate_csv,0
qwen3-8b,671f1b5bf1d35a8b2b3b9756,hle,validate_csv,0
qwen3-14b,671f3c368a33df76faeb71f3,hle,validate_csv,0
qwen3-30b-a3b,671f3c368a33df76faeb71f3,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,671ebaf92a7c16b748fd2709,hle,validate_csv,1
gemini-3.1-pro-preview-thinking-medium,671f3c368a33df76faeb71f3,hle,validate_csv,1
qwen3-32b,671f3c368a33df76faeb71f3,hle,validate_csv,0
openai/gpt-4o-2024-05-13,671f3c368a33df76faeb71f3,hle,validate_csv,0
openai/o3-mini-2025-01-31,671f3c368a33df76faeb71f3,hle,validate_csv,0
gpt-4.1,671f1b5bf1d35a8b2b3b9756,hle,validate_csv,0
qwen3.5-plus,671f3c368a33df76faeb71f3,hle,validate_csv,0
openai/gpt-4o-2024-08-06,671f54e6a9349689d3eb65ff,hle,validate_csv,0
openai/gpt-4o-2024-05-13,671f54e6a9349689d3eb65ff,hle,validate_csv,0
gemini-2.5-flash,671f1b5bf1d35a8b2b3b9756,hle,validate_csv,0
qwen3-8b,671f3c368a33df76faeb71f3,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,671f3c368a33df76faeb71f3,hle,validate_csv,0
openai/gpt-4o-2024-05-13,671f1b5bf1d35a8b2b3b9756,hle,validate_csv,0
qwen3-32b,671f1b5bf1d35a8b2b3b9756,hle,validate_csv,0
qwen3-30b-a3b,671f1b5bf1d35a8b2b3b9756,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,671f3c368a33df76faeb71f3,hle,validate_csv,0
openai/gpt-4o-2024-08-06,671f1b5bf1d35a8b2b3b9756,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,671f1b5bf1d35a8b2b3b9756,hle,validate_csv,0
openai/o3-mini-2025-01-31,671f1b5bf1d35a8b2b3b9756,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,671f1b5bf1d35a8b2b3b9756,hle,validate_csv,1
gemini-2.5-pro-nothinking,671f3c368a33df76faeb71f3,hle,validate_csv,0
gpt-5.2,671f3c368a33df76faeb71f3,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,671f1b5bf1d35a8b2b3b9756,hle,validate_csv,0
gpt-4.1,671f54e6a9349689d3eb65ff,hle,validate_csv,0
qwen3-4b,671f54e6a9349689d3eb65ff,hle,validate_csv,0
qwen3-14b,671f54e6a9349689d3eb65ff,hle,validate_csv,0
qwen3-30b-a3b,671f54e6a9349689d3eb65ff,hle,validate_csv,0
gpt-5.2,671f54e6a9349689d3eb65ff,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,671f3c368a33df76faeb71f3,hle,validate_csv,0
gemini-3.1-flash-lite-preview,671f54e6a9349689d3eb65ff,hle,validate_csv,0
qwen3-max,671f1b5bf1d35a8b2b3b9756,hle,validate_csv,0
qwen3-32b,671f887676b11ce91b2887ce,hle,validate_csv,0
gemini-2.5-flash,671f54e6a9349689d3eb65ff,hle,validate_csv,0
openai/gpt-4o-2024-05-13,671f887676b11ce91b2887ce,hle,validate_csv,0
gpt-5.2,671f887676b11ce91b2887ce,hle,validate_csv,0
gemini-3.1-flash-lite-preview,671f887676b11ce91b2887ce,hle,validate_csv,0
qwen3-14b,671f887676b11ce91b2887ce,hle,validate_csv,0
qwen3-30b-a3b,671f887676b11ce91b2887ce,hle,validate_csv,0
openai/gpt-4o-2024-08-06,671f887676b11ce91b2887ce,hle,validate_csv,0
gemini-2.5-pro-nothinking,671f887676b11ce91b2887ce,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,671f54e6a9349689d3eb65ff,hle,validate_csv,0
gemini-2.5-flash,671f887676b11ce91b2887ce,hle,validate_csv,0
gemini-2.5-pro-nothinking,671f54e6a9349689d3eb65ff,hle,validate_csv,0
qwen3-max,671f887676b11ce91b2887ce,hle,validate_csv,0
qwen3-max,671f54e6a9349689d3eb65ff,hle,validate_csv,1
qwen3-8b,671f887676b11ce91b2887ce,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,671f54e6a9349689d3eb65ff,hle,validate_csv,0
openai/o3-mini-2025-01-31,671f887676b11ce91b2887ce,hle,validate_csv,1
qwen3-4b,671f887676b11ce91b2887ce,hle,validate_csv,0
qwen3-235b-a22b,671f887676b11ce91b2887ce,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,671f887676b11ce91b2887ce,hle,validate_csv,0
qwen3.5-plus,671f887676b11ce91b2887ce,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,671f887676b11ce91b2887ce,hle,validate_csv,1
gpt-4.1,671f8aa5e8fbfa3cf02ce3b6,hle,validate_csv,0
gpt-5.2,671f8aa5e8fbfa3cf02ce3b6,hle,validate_csv,0
openai/o3-mini-2025-01-31,671f54e6a9349689d3eb65ff,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,671f54e6a9349689d3eb65ff,hle,validate_csv,0
qwen3-8b,671f54e6a9349689d3eb65ff,hle,validate_csv,0
qwen3.5-plus,671f54e6a9349689d3eb65ff,hle,validate_csv,0
gpt-5,671f887676b11ce91b2887ce,hle,validate_csv,1
qwen3-14b,671f8aa5e8fbfa3cf02ce3b6,hle,validate_csv,0
openai/gpt-4o-2024-05-13,671f8aa5e8fbfa3cf02ce3b6,hle,validate_csv,0
openai/gpt-4o-2024-08-06,671f8aa5e8fbfa3cf02ce3b6,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,671f887676b11ce91b2887ce,hle,validate_csv,0
gpt-4.1,671f887676b11ce91b2887ce,hle,validate_csv,0
gemini-3.1-flash-lite-preview,671f8aa5e8fbfa3cf02ce3b6,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,671f54e6a9349689d3eb65ff,hle,validate_csv,0
qwen3-32b,671f8aa5e8fbfa3cf02ce3b6,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,671f8aa5e8fbfa3cf02ce3b6,hle,validate_csv,0
qwen3-4b,671f8aa5e8fbfa3cf02ce3b6,hle,validate_csv,0
qwen3-30b-a3b,671f8aa5e8fbfa3cf02ce3b6,hle,validate_csv,0
qwen3-32b,671f54e6a9349689d3eb65ff,hle,validate_csv,0
openai/o3-mini-2025-01-31,671f8aa5e8fbfa3cf02ce3b6,hle,validate_csv,0
gemini-2.5-pro-nothinking,671f8aa5e8fbfa3cf02ce3b6,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,671f887676b11ce91b2887ce,hle,validate_csv,0
qwen3-8b,671f8aa5e8fbfa3cf02ce3b6,hle,validate_csv,0
gemini-3.1-flash-lite-preview,671f99152e60076c5693554f,hle,validate_csv,0
qwen3-30b-a3b,671f99152e60076c5693554f,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,671f8aa5e8fbfa3cf02ce3b6,hle,validate_csv,0
qwen3-235b-a22b,671f8aa5e8fbfa3cf02ce3b6,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,671f8aa5e8fbfa3cf02ce3b6,hle,validate_csv,0
gemini-2.5-pro-nothinking,671f99152e60076c5693554f,hle,validate_csv,0
gpt-5,671f8aa5e8fbfa3cf02ce3b6,hle,validate_csv,0
gpt-5.2,671f99152e60076c5693554f,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,671f99152e60076c5693554f,hle,validate_csv,0
qwen3-8b,671f99152e60076c5693554f,hle,validate_csv,0
qwen3-14b,671f99152e60076c5693554f,hle,validate_csv,0
qwen3.5-plus,671f8aa5e8fbfa3cf02ce3b6,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,671f99152e60076c5693554f,hle,validate_csv,0
gpt-5,671f54e6a9349689d3eb65ff,hle,validate_csv,0
qwen3-4b,671f99152e60076c5693554f,hle,validate_csv,0
gemini-2.5-flash,671f99152e60076c5693554f,hle,validate_csv,0
gemini-2.5-flash,671f8aa5e8fbfa3cf02ce3b6,hle,validate_csv,0
qwen3.5-plus,671f99152e60076c5693554f,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,671f99152e60076c5693554f,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,671f8aa5e8fbfa3cf02ce3b6,hle,validate_csv,0
qwen3-32b,671f99152e60076c5693554f,hle,validate_csv,0
gpt-4.1,671f99152e60076c5693554f,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,671fb0b7298c0d11670fc561,hle,validate_csv,0
qwen3-max,671f8aa5e8fbfa3cf02ce3b6,hle,validate_csv,0
openai/gpt-4o-2024-05-13,671fb0b7298c0d11670fc561,hle,validate_csv,0
qwen3-4b,671fb0b7298c0d11670fc561,hle,validate_csv,0
gpt-5,671fb0b7298c0d11670fc561,hle,validate_csv,0
qwen3.5-plus,671fb0b7298c0d11670fc561,hle,validate_csv,0
gemini-3.1-flash-lite-preview,671fb0b7298c0d11670fc561,hle,validate_csv,0
gemini-2.5-flash,671fb0b7298c0d11670fc561,hle,validate_csv,0
qwen3-30b-a3b,671fb0b7298c0d11670fc561,hle,validate_csv,1
qwen3-32b,671fb0b7298c0d11670fc561,hle,validate_csv,0
qwen3-14b,671fb0b7298c0d11670fc561,hle,validate_csv,0
gpt-4.1,671fb0b7298c0d11670fc561,hle,validate_csv,0
gpt-5.2,671fb84fc6abf8266c1892c8,hle,validate_csv,0
openai/gpt-4o-2024-05-13,671fb84fc6abf8266c1892c8,hle,validate_csv,0
gpt-4.1,671fb84fc6abf8266c1892c8,hle,validate_csv,0
openai/gpt-4o-2024-08-06,671fb84fc6abf8266c1892c8,hle,validate_csv,0
qwen3-4b,671fb84fc6abf8266c1892c8,hle,validate_csv,0
qwen3-14b,671fb84fc6abf8266c1892c8,hle,validate_csv,0
qwen3-30b-a3b,671fb4ddf2a13c812068cdd7,hle,validate_csv,0
gemini-2.5-pro-nothinking,671fb0b7298c0d11670fc561,hle,validate_csv,1
qwen3-next-80b-a3b-instruct,671fb0b7298c0d11670fc561,hle,validate_csv,1
gemini-3.1-flash-lite-preview,671fb84fc6abf8266c1892c8,hle,validate_csv,0
qwen3-30b-a3b,671fb84fc6abf8266c1892c8,hle,validate_csv,0
gpt-5.2,671fb4ddf2a13c812068cdd7,hle,validate_csv,0
qwen3-32b,671fb4ddf2a13c812068cdd7,hle,validate_csv,0
qwen3-8b,671fb0b7298c0d11670fc561,hle,validate_csv,0
gemini-2.5-pro-nothinking,671fb84fc6abf8266c1892c8,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,671fb4ddf2a13c812068cdd7,hle,validate_csv,0
openai/o3-mini-2025-01-31,671fb4ddf2a13c812068cdd7,hle,validate_csv,0
qwen3-8b,671fb84fc6abf8266c1892c8,hle,validate_csv,0
openai/gpt-4o-2024-08-06,671fb4ddf2a13c812068cdd7,hle,validate_csv,0
qwen3-max,671fb0b7298c0d11670fc561,hle,validate_csv,0
gemini-2.5-flash,671fb4ddf2a13c812068cdd7,hle,validate_csv,0
qwen3-4b,671fb4ddf2a13c812068cdd7,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,671fb84fc6abf8266c1892c8,hle,validate_csv,0
qwen3.5-plus,671fb4ddf2a13c812068cdd7,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,671fb84fc6abf8266c1892c8,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,671fb84fc6abf8266c1892c8,hle,validate_csv,1
qwen/qwen2.5-72b-instruct-turbo,671fb4ddf2a13c812068cdd7,hle,validate_csv,0
openai/o3-mini-2025-01-31,671fb84fc6abf8266c1892c8,hle,validate_csv,1
qwen3-max,671f99152e60076c5693554f,hle,validate_csv,0
gpt-5.2,671fb0b7298c0d11670fc561,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,671fb4ddf2a13c812068cdd7,hle,validate_csv,0
qwen3.5-plus,671fb84fc6abf8266c1892c8,hle,validate_csv,1
qwen3-next-80b-a3b-instruct,671fb4ddf2a13c812068cdd7,hle,validate_csv,0
qwen3-32b,671fb84fc6abf8266c1892c8,hle,validate_csv,0
openai/gpt-4o-2024-05-13,672068b61177432c7e500289,hle,validate_csv,0
openai/gpt-4o-2024-08-06,671fb0b7298c0d11670fc561,hle,validate_csv,0
qwen3-235b-a22b,671fb4ddf2a13c812068cdd7,hle,validate_csv,0
gemini-2.5-pro-nothinking,671fb4ddf2a13c812068cdd7,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,671fb0b7298c0d11670fc561,hle,validate_csv,0
qwen3-14b,671fb4ddf2a13c812068cdd7,hle,validate_csv,0
gemini-3.1-flash-lite-preview,672068b61177432c7e500289,hle,validate_csv,0
gemini-2.5-flash,671fb84fc6abf8266c1892c8,hle,validate_csv,0
gpt-5,671fb4ddf2a13c812068cdd7,hle,validate_csv,1
gpt-5.2,672068b61177432c7e500289,hle,validate_csv,0
gemini-3.1-flash-lite-preview,671fb4ddf2a13c812068cdd7,hle,validate_csv,0
qwen3-8b,671fb4ddf2a13c812068cdd7,hle,validate_csv,0
gpt-4.1,671fb4ddf2a13c812068cdd7,hle,validate_csv,0
openai/gpt-4o-2024-08-06,672068b61177432c7e500289,hle,validate_csv,0
qwen3-8b,672068b61177432c7e500289,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,672068b61177432c7e500289,hle,validate_csv,0
